"year","borough","neighborhood_u_h_f","sex","race_ethnicity","total_number_of_hiv_diagnoses","hiv_diagnoses_per_100_000_population","total_number_of_concurrent_hiv_aids_diagnoses","proportion_of_concurrent_hiv_aids_diagnoses_among_all_hiv_diagnoses","total_number_of_aids_diagnoses","aids_diagnoses_per_100_000_population","uhf_label"
2016,"Manhattan","East Harlem","Female","Other/Unknown",0,0,0,NA,0,0,303
2016,"Manhattan","East Harlem","Female","White",0,0,0,NA,0,0,303
2016,"Manhattan","East Harlem","Male","All",44,97.7,7,15.9,37,82.2,303
2016,"Manhattan","East Harlem","Male","Asian/Pacific
Islander",2,57.1,1,50,2,57.1,303
2016,"Manhattan","East Harlem","Male","Black",17,130.7,3,17.6,17,130.7,303
2016,"Manhattan","East Harlem","Male","Latino/Hispanic",20,97.1,1,5,12,58.3,303
2016,"Manhattan","East Harlem","Male","Other/Unknown",1,192.4,1,100,1,192.4,303
2016,"Manhattan","East Harlem","Male","White",4,54.1,1,25,5,67.7,303
2016,"Manhattan","Gramercy Park -
Murray Hill","All","All",16,12.7,2,12.5,9,7.1,307
2016,"Manhattan","Gramercy Park -
Murray Hill","All","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","All","Black",6,110.6,2,33.3,4,73.8,307
2016,"Manhattan","Gramercy Park -
Murray Hill","All","Latino/Hispanic",2,19.2,0,0,1,9.6,307
2016,"Manhattan","Gramercy Park -
Murray Hill","All","Other/Unknown",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","All","White",8,9.3,0,0,4,4.7,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","All",5,7.4,1,20,2,3,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","Black",3,120,1,33.3,2,80,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","Latino/Hispanic",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","Other/Unknown",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Female","White",2,4.4,0,0,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","All",11,18.9,1,9.1,7,12,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","Black",3,102.7,1,33.3,2,68.4,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","Latino/Hispanic",2,39.9,0,0,1,19.9,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","Other/Unknown",0,0,0,NA,0,0,307
2016,"Manhattan","Gramercy Park -
Murray Hill","Male","White",6,15,0,0,4,10,307
2016,"Manhattan","Greenwich Village -
Soho","All","All",25,33.6,2,8,9,12.1,308
2016,"Manhattan","Greenwich Village -
Soho","All","Asian/Pacific
Islander",3,22.6,0,0,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","All","Black",4,213.7,1,25,3,160.3,308
2016,"Manhattan","Greenwich Village -
Soho","All","Latino/Hispanic",7,130.3,1,14.3,3,55.9,308
2016,"Manhattan","Greenwich Village -
Soho","All","Other/Unknown",1,58.7,0,0,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","All","White",10,19.2,0,0,3,5.7,308
2016,"Manhattan","Greenwich Village -
Soho","Female","All",2,5.4,0,0,2,5.4,308
2016,"Manhattan","Greenwich Village -
Soho","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","Female","Black",0,0,0,NA,1,151.3,308
2016,"Manhattan","Greenwich Village -
Soho","Female","Latino/Hispanic",1,40.8,0,0,1,40.8,308
2016,"Manhattan","Greenwich Village -
Soho","Female","Other/Unknown",0,0,0,NA,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","Female","White",1,3.9,0,0,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","Male","All",23,62,2,8.7,7,18.9,308
2016,"Manhattan","Greenwich Village -
Soho","Male","Asian/Pacific
Islander",3,50.6,0,0,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","Male","Black",4,330.4,1,25,2,165.2,308
2016,"Manhattan","Greenwich Village -
Soho","Male","Latino/Hispanic",6,205.7,1,16.7,2,68.6,308
2016,"Manhattan","Greenwich Village -
Soho","Male","Other/Unknown",1,138.6,0,0,0,0,308
2016,"Manhattan","Greenwich Village -
Soho","Male","White",9,34.2,0,0,3,11.4,308
2016,"Manhattan","Lower Manhattan","All","All",9,16.1,2,22.2,7,12.5,310
2016,"Manhattan","Lower Manhattan","All","Asian/Pacific
Islander",2,15.9,0,0,0,0,310
2016,"Manhattan","Lower Manhattan","All","Black",2,74,0,0,0,0,310
2016,"Manhattan","Lower Manhattan","All","Latino/Hispanic",2,36.5,1,50,2,36.5,310
2016,"Manhattan","Lower Manhattan","All","Other/Unknown",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","All","White",3,8.8,1,33.3,5,14.7,310
2016,"Manhattan","Lower Manhattan","Female","All",1,3.5,1,100,1,3.5,310
2016,"Manhattan","Lower Manhattan","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","Female","Black",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","Female","Latino/Hispanic",1,34.3,1,100,1,34.3,310
2016,"Manhattan","Lower Manhattan","Female","Other/Unknown",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","Female","White",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","Male","All",8,29.3,1,12.5,6,22,310
2016,"Manhattan","Lower Manhattan","Male","Asian/Pacific
Islander",2,36.7,0,0,0,0,310
2016,"Manhattan","Lower Manhattan","Male","Black",2,145.5,0,0,0,0,310
2016,"Manhattan","Lower Manhattan","Male","Latino/Hispanic",1,39,0,0,1,39,310
2016,"Manhattan","Lower Manhattan","Male","Other/Unknown",0,0,0,NA,0,0,310
2016,"Manhattan","Lower Manhattan","Male","White",3,17.3,1,33.3,5,28.8,310
2016,"Manhattan","Union Square -
Lower East Side","All","All",35,20.8,10,28.6,16,9.5,309
2016,"Manhattan","Union Square -
Lower East Side","All","Asian/Pacific
Islander",6,14.5,1,16.7,1,2.4,309
2016,"Manhattan","Union Square -
Lower East Side","All","Black",5,42.7,3,60,2,17.1,309
2016,"Manhattan","Union Square -
Lower East Side","All","Latino/Hispanic",14,41.9,3,21.4,9,26.9,309
2016,"Manhattan","Union Square -
Lower East Side","All","Other/Unknown",1,30.9,0,0,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","All","White",9,11.4,3,33.3,4,5.1,309
2016,"Manhattan","Union Square -
Lower East Side","Female","All",7,7.9,2,28.6,3,3.4,309
2016,"Manhattan","Union Square -
Lower East Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","Female","Black",0,0,0,NA,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","Female","Latino/Hispanic",7,38.2,2,28.6,3,16.4,309
2016,"Manhattan","Union Square -
Lower East Side","Female","Other/Unknown",0,0,0,NA,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","Female","White",0,0,0,NA,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","Male","All",28,35.3,8,28.6,13,16.4,309
2016,"Manhattan","Union Square -
Lower East Side","Male","Asian/Pacific
Islander",6,31.9,1,16.7,1,5.3,309
2016,"Manhattan","Union Square -
Lower East Side","Male","Black",5,88.9,3,60,2,35.6,309
2016,"Manhattan","Union Square -
Lower East Side","Male","Latino/Hispanic",7,46.4,1,14.3,6,39.8,309
2016,"Manhattan","Union Square -
Lower East Side","Male","Other/Unknown",1,67.6,0,0,0,0,309
2016,"Manhattan","Union Square -
Lower East Side","Male","White",9,23.4,3,33.3,4,10.4,309
2016,"Manhattan","Upper East Side","All","All",14,7.4,1,7.1,5,2.7,305
2016,"Manhattan","Upper East Side","All","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","All","Black",4,84.7,0,0,1,21.2,305
2016,"Manhattan","Upper East Side","All","Latino/Hispanic",4,21.4,0,0,1,5.4,305
2016,"Manhattan","Upper East Side","All","Other/Unknown",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","All","White",6,4.2,1,16.7,3,2.1,305
2016,"Manhattan","Upper East Side","Female","All",1,0.9,0,0,0,0,305
2016,"Manhattan","Upper East Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Female","Black",1,39.3,0,0,0,0,305
2016,"Manhattan","Upper East Side","Female","Latino/Hispanic",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Female","Other/Unknown",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Female","White",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Male","All",13,15.8,1,7.7,5,6.1,305
2016,"Manhattan","Upper East Side","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Male","Black",3,137.6,0,0,1,45.9,305
2016,"Manhattan","Upper East Side","Male","Latino/Hispanic",4,48.6,0,0,1,12.2,305
2016,"Manhattan","Upper East Side","Male","Other/Unknown",0,0,0,NA,0,0,305
2016,"Manhattan","Upper East Side","Male","White",6,9.7,1,16.7,3,4.8,305
2016,"Manhattan","Upper West Side","All","All",27,14,5,18.5,20,10.4,304
2016,"Manhattan","Upper West Side","All","Asian/Pacific
Islander",2,10,0,0,2,10,304
2016,"Manhattan","Upper West Side","All","Black",3,24.3,1,33.3,3,24.3,304
2016,"Manhattan","Upper West Side","All","Latino/Hispanic",7,22.8,2,28.6,8,26.1,304
2016,"Manhattan","Upper West Side","All","Other/Unknown",0,0,0,NA,0,0,304
2016,"Manhattan","Upper West Side","All","White",15,11.9,2,13.3,7,5.5,304
2016,"Manhattan","Upper West Side","Female","All",3,2.8,2,66.7,4,3.8,304
2016,"Manhattan","Upper West Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,304
2016,"Manhattan","Upper West Side","Female","Black",2,28.3,1,50,2,28.3,304
2016,"Manhattan","Upper West Side","Female","Latino/Hispanic",1,6,1,100,2,11.9,304
2016,"Manhattan","Upper West Side","Female","Other/Unknown",0,0,0,NA,0,0,304
2016,"Manhattan","Upper West Side","Female","White",0,0,0,NA,0,0,304
2016,"Manhattan","Upper West Side","Male","All",24,27.6,3,12.5,16,18.4,304
2016,"Manhattan","Upper West Side","Male","Asian/Pacific
Islander",2,25.3,0,0,2,25.3,304
2016,"Manhattan","Upper West Side","Male","Black",1,18.9,0,0,1,18.9,304
2016,"Manhattan","Upper West Side","Male","Latino/Hispanic",6,43,1,16.7,6,43,304
2016,"Manhattan","Upper West Side","Male","Other/Unknown",0,0,0,NA,0,0,304
2016,"Manhattan","Upper West Side","Male","White",15,25.6,2,13.3,7,11.9,304
2016,"Manhattan","Washington Heights -
Inwood","All","All",81,34.6,8,9.9,36,15.4,301
2016,"Manhattan","Washington Heights -
Inwood","All","Asian/Pacific
Islander",1,11.4,0,0,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","All","Black",15,57.7,3,20,11,42.3,301
2016,"Manhattan","Washington Heights -
Inwood","All","Latino/Hispanic",48,32.5,4,8.3,18,12.2,301
2016,"Manhattan","Washington Heights -
Inwood","All","Other/Unknown",0,0,0,NA,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","All","White",17,35,1,5.9,7,14.4,301
2016,"Manhattan","Washington Heights -
Inwood","Female","All",9,7.4,2,22.2,4,3.3,301
2016,"Manhattan","Washington Heights -
Inwood","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","Female","Black",2,14.4,0,0,1,7.2,301
2016,"Manhattan","Washington Heights -
Inwood","Female","Latino/Hispanic",7,9.1,2,28.6,3,3.9,301
2016,"Manhattan","Washington Heights -
Inwood","Female","Other/Unknown",0,0,0,NA,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","Female","White",0,0,0,NA,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","Male","All",72,64.1,6,8.3,32,28.5,301
2016,"Manhattan","Washington Heights -
Inwood","Male","Asian/Pacific
Islander",1,26.2,0,0,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","Male","Black",13,107.7,3,23.1,10,82.9,301
2016,"Manhattan","Washington Heights -
Inwood","Male","Latino/Hispanic",41,58.3,2,4.9,15,21.3,301
2016,"Manhattan","Washington Heights -
Inwood","Male","Other/Unknown",0,0,0,NA,0,0,301
2016,"Manhattan","Washington Heights -
Inwood","Male","White",17,68.8,1,5.9,7,28.3,301
2016,"Queens","Bayside - Little Neck","All","All",4,5.2,2,50,3,3.9,404
2016,"Queens","Bayside - Little Neck","All","Asian/Pacific
Islander",1,3.1,1,100,1,3.1,404
2016,"Queens","Bayside - Little Neck","All","Black",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","All","Latino/Hispanic",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","All","Other/Unknown",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","All","White",3,9.4,1,33.3,2,6.3,404
2016,"Queens","Bayside - Little Neck","Female","All",1,2.4,1,100,1,2.4,404
2016,"Queens","Bayside - Little Neck","Female","Asian/Pacific
Islander",1,5.8,1,100,1,5.8,404
2016,"Queens","Bayside - Little Neck","Female","Black",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Female","Latino/Hispanic",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Female","Other/Unknown",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Female","White",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Male","All",3,8.3,1,33.3,2,5.6,404
2016,"Queens","Bayside - Little Neck","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Male","Black",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Male","Latino/Hispanic",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Male","Other/Unknown",0,0,0,NA,0,0,404
2016,"Queens","Bayside - Little Neck","Male","White",3,19.7,1,33.3,2,13.1,404
2016,"Queens","Flushing - Clearview","All","All",21,9.6,6,28.6,6,2.7,403
2016,"Queens","Flushing - Clearview","All","Asian/Pacific
Islander",11,9.6,4,36.4,4,3.5,403
2016,"Queens","Flushing - Clearview","All","Black",2,45.3,0,0,0,0,403
2016,"Queens","Flushing - Clearview","All","Latino/Hispanic",4,10.9,1,25,1,2.7,403
2016,"Queens","Flushing - Clearview","All","Other/Unknown",1,32.4,1,100,1,32.4,403
2016,"Queens","Flushing - Clearview","All","White",3,5,0,0,0,0,403
2016,"Queens","Flushing - Clearview","Female","All",2,1.7,2,100,2,1.7,403
2016,"Queens","Flushing - Clearview","Female","Asian/Pacific
Islander",2,3.3,2,100,2,3.3,403
2016,"Queens","Flushing - Clearview","Female","Black",0,0,0,NA,0,0,403
2016,"Queens","Flushing - Clearview","Female","Latino/Hispanic",0,0,0,NA,0,0,403
2016,"Queens","Flushing - Clearview","Female","Other/Unknown",0,0,0,NA,0,0,403
2016,"Queens","Flushing - Clearview","Female","White",0,0,0,NA,0,0,403
2016,"Queens","Flushing - Clearview","Male","All",19,18.5,4,21.1,4,3.9,403
2016,"Queens","Flushing - Clearview","Male","Asian/Pacific
Islander",9,16.9,2,22.2,2,3.7,403
2016,"Queens","Flushing - Clearview","Male","Black",2,107.5,0,0,0,0,403
2016,"Queens","Flushing - Clearview","Male","Latino/Hispanic",4,23.1,1,25,1,5.8,403
2016,"Queens","Flushing - Clearview","Male","Other/Unknown",1,66.1,1,100,1,66.1,403
2016,"Queens","Flushing - Clearview","Male","White",3,10.5,0,0,0,0,403
2016,"Queens","Fresh Meadows","All","All",6,7.1,1,16.7,2,2.4,406
2016,"Queens","Fresh Meadows","All","Asian/Pacific
Islander",2,6.4,1,50,1,3.2,406
2016,"Queens","Fresh Meadows","All","Black",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","All","Latino/Hispanic",4,27.3,0,0,1,6.8,406
2016,"Queens","Fresh Meadows","All","Other/Unknown",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","All","White",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","All",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","Black",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","Latino/Hispanic",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","Other/Unknown",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Female","White",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Male","All",6,15.2,1,16.7,2,5.1,406
2016,"Queens","Fresh Meadows","Male","Asian/Pacific
Islander",2,13.7,1,50,1,6.9,406
2016,"Queens","Fresh Meadows","Male","Black",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Male","Latino/Hispanic",4,61.7,0,0,1,15.4,406
2016,"Queens","Fresh Meadows","Male","Other/Unknown",0,0,0,NA,0,0,406
2016,"Queens","Fresh Meadows","Male","White",0,0,0,NA,0,0,406
2016,"Queens","Jamaica","All","All",49,18.1,7,14.3,38,14,408
2016,"Queens","Jamaica","All","Asian/Pacific
Islander",3,5.1,0,0,0,0,408
2016,"Queens","Jamaica","All","Black",32,22.5,7,21.9,28,19.7,408
2016,"Queens","Jamaica","All","Latino/Hispanic",11,24.8,0,0,9,20.3,408
2016,"Queens","Jamaica","All","Other/Unknown",0,0,0,NA,0,0,408
2016,"Queens","Jamaica","All","White",3,15.7,0,0,1,5.2,408
2016,"Queens","Jamaica","Female","All",11,7.6,2,18.2,11,7.6,408
2016,"Queens","Jamaica","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,408
2016,"Queens","Jamaica","Female","Black",8,10,2,25,8,10,408
2016,"Queens","Jamaica","Female","Latino/Hispanic",3,13.5,0,0,2,9,408
2016,"Queens","Jamaica","Female","Other/Unknown",0,0,0,NA,0,0,408
2016,"Queens","Jamaica","Female","White",0,0,0,NA,1,10.7,408
2016,"Queens","Jamaica","Male","All",38,30.1,5,13.2,27,21.4,408
2016,"Queens","Jamaica","Male","Asian/Pacific
Islander",3,10.5,0,0,0,0,408
2016,"Queens","Jamaica","Male","Black",24,38.4,5,20.8,20,32,408
2016,"Queens","Jamaica","Male","Latino/Hispanic",8,36,0,0,7,31.5,408
2016,"Queens","Jamaica","Male","Other/Unknown",0,0,0,NA,0,0,408
2016,"Queens","Jamaica","Male","White",3,31,0,0,0,0,408
2016,"Queens","Long Island City -
Astoria","All","All",54,29.4,9,16.7,19,10.4,401
2016,"Queens","Long Island City -
Astoria","All","Asian/Pacific
Islander",5,15.1,2,40,3,9.1,401
2016,"Queens","Long Island City -
Astoria","All","Black",5,49.1,0,0,0,0,401
2016,"Queens","Long Island City -
Astoria","All","Latino/Hispanic",23,54.4,6,26.1,12,28.4,401
2016,"Queens","Long Island City -
Astoria","All","Other/Unknown",0,0,0,NA,0,0,401
2016,"Queens","Long Island City -
Astoria","All","White",21,22.2,1,4.8,4,4.2,401
2016,"Queens","Long Island City -
Astoria","Female","All",4,4.3,1,25,2,2.2,401
2016,"Queens","Long Island City -
Astoria","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,401
2016,"Queens","Long Island City -
Astoria","Female","Black",1,17.7,0,0,0,0,401
2016,"Queens","Long Island City -
Astoria","Female","Latino/Hispanic",2,9.3,1,50,2,9.3,401
2016,"Queens","Long Island City -
Astoria","Female","Other/Unknown",0,0,0,NA,0,0,401
2016,"Queens","Long Island City -
Astoria","Female","White",1,2.1,0,0,0,0,401
2016,"Queens","Long Island City -
Astoria","Male","All",50,55.2,8,16,17,18.8,401
2016,"Queens","Long Island City -
Astoria","Male","Asian/Pacific
Islander",5,32.2,2,40,3,19.3,401
2016,"Queens","Long Island City -
Astoria","Male","Black",4,88.3,0,0,0,0,401
2016,"Queens","Long Island City -
Astoria","Male","Latino/Hispanic",21,100.9,5,23.8,10,48.1,401
2016,"Queens","Long Island City -
Astoria","Male","Other/Unknown",0,0,0,NA,0,0,401
2016,"Queens","Long Island City -
Astoria","Male","White",20,41.6,1,5,4,8.3,401
2016,"Queens","Ridgewood - Forest
Hills","All","All",40,17.7,6,15,19,8.4,405
2016,"Queens","Ridgewood - Forest
Hills","All","Asian/Pacific
Islander",5,12.8,1,20,1,2.6,405
2016,"Queens","Ridgewood - Forest
Hills","All","Black",7,132.8,0,0,2,37.9,405
2016,"Queens","Ridgewood - Forest
Hills","All","Latino/Hispanic",26,43,4,15.4,10,16.5,405
2016,"Queens","Ridgewood - Forest
Hills","All","Other/Unknown",0,0,0,NA,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","All","White",2,1.7,1,50,6,5.1,405
2016,"Queens","Ridgewood - Forest
Hills","Female","All",6,5,2,33.3,2,1.7,405
2016,"Queens","Ridgewood - Forest
Hills","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","Female","Black",2,71.2,0,0,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","Female","Latino/Hispanic",4,12.5,2,50,2,6.3,405
2016,"Queens","Ridgewood - Forest
Hills","Female","Other/Unknown",0,0,0,NA,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","Female","White",0,0,0,NA,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","Male","All",34,31.8,4,11.8,17,15.9,405
2016,"Queens","Ridgewood - Forest
Hills","Male","Asian/Pacific
Islander",5,28.2,1,20,1,5.6,405
2016,"Queens","Ridgewood - Forest
Hills","Male","Black",5,203,0,0,2,81.2,405
2016,"Queens","Ridgewood - Forest
Hills","Male","Latino/Hispanic",22,76.9,2,9.1,8,28,405
2016,"Queens","Ridgewood - Forest
Hills","Male","Other/Unknown",0,0,0,NA,0,0,405
2016,"Queens","Ridgewood - Forest
Hills","Male","White",2,3.5,1,50,6,10.6,405
2016,"Queens","Rockaway","All","All",16,14.9,3,18.8,11,10.3,410
2016,"Queens","Rockaway","All","Asian/Pacific
Islander",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","All","Black",9,22.2,1,11.1,6,14.8,410
2016,"Queens","Rockaway","All","Latino/Hispanic",7,29.1,2,28.6,5,20.8,410
2016,"Queens","Rockaway","All","Other/Unknown",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","All","White",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Female","All",6,10.5,1,16.7,4,7,410
2016,"Queens","Rockaway","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Female","Black",3,13.1,1,33.3,3,13.1,410
2016,"Queens","Rockaway","Female","Latino/Hispanic",3,23.9,0,0,1,8,410
2016,"Queens","Rockaway","Female","Other/Unknown",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Female","White",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Male","All",10,20,2,20,7,14,410
2016,"Queens","Rockaway","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Male","Black",6,33.8,0,0,3,16.9,410
2016,"Queens","Rockaway","Male","Latino/Hispanic",4,34.9,2,50,4,34.9,410
2016,"Queens","Rockaway","Male","Other/Unknown",0,0,0,NA,0,0,410
2016,"Queens","Rockaway","Male","White",0,0,0,NA,0,0,410
2016,"Queens","Southeast Queens","All","All",31,16.7,6,19.4,16,8.6,409
2016,"Queens","Southeast Queens","All","Asian/Pacific
Islander",3,9.5,0,0,1,3.2,409
2016,"Queens","Southeast Queens","All","Black",23,22.3,4,17.4,10,9.7,409
2016,"Queens","Southeast Queens","All","Latino/Hispanic",4,17.8,1,25,3,13.4,409
2016,"Queens","Southeast Queens","All","Other/Unknown",1,20.6,1,100,1,20.6,409
2016,"Queens","Southeast Queens","All","White",0,0,0,NA,1,4.2,409
2016,"Queens","Southeast Queens","Female","All",8,8,5,62.5,8,8,409
2016,"Queens","Southeast Queens","Female","Asian/Pacific
Islander",0,0,0,NA,1,6.1,409
2016,"Queens","Southeast Queens","Female","Black",6,10.6,3,50,5,8.8,409
2016,"Queens","Southeast Queens","Female","Latino/Hispanic",1,8.4,1,100,1,8.4,409
2016,"Queens","Southeast Queens","Female","Other/Unknown",1,39,1,100,1,39,409
2016,"Queens","Southeast Queens","Female","White",0,0,0,NA,0,0,409
2016,"Queens","Southeast Queens","Male","All",23,26.9,1,4.3,8,9.3,409
2016,"Queens","Southeast Queens","Male","Asian/Pacific
Islander",3,19.6,0,0,0,0,409
2016,"Queens","Southeast Queens","Male","Black",17,36.7,1,5.9,5,10.8,409
2016,"Queens","Southeast Queens","Male","Latino/Hispanic",3,28.4,0,0,2,18.9,409
2016,"Queens","Southeast Queens","Male","Other/Unknown",0,0,0,NA,0,0,409
2016,"Queens","Southeast Queens","Male","White",0,0,0,NA,1,9,409
2016,"Queens","Southwest Queens","All","All",45,19,14,31.1,30,12.7,407
2016,"Queens","Southwest Queens","All","Asian/Pacific
Islander",17,23.1,6,35.3,8,10.9,407
2016,"Queens","Southwest Queens","All","Black",7,28.2,2,28.6,9,36.3,407
2016,"Queens","Southwest Queens","All","Latino/Hispanic",18,22.7,5,27.8,11,13.9,407
2016,"Queens","Southwest Queens","All","Other/Unknown",0,0,0,NA,1,11.6,407
2016,"Queens","Southwest Queens","All","White",3,6,1,33.3,1,2,407
2016,"Queens","Southwest Queens","Female","All",12,9.9,3,25,8,6.6,407
2016,"Queens","Southwest Queens","Female","Asian/Pacific
Islander",5,13.5,2,40,2,5.4,407
2016,"Queens","Southwest Queens","Female","Black",2,15.3,0,0,4,30.6,407
2016,"Queens","Southwest Queens","Female","Latino/Hispanic",5,12.3,1,20,2,4.9,407
2016,"Queens","Southwest Queens","Female","Other/Unknown",0,0,0,NA,0,0,407
2016,"Queens","Southwest Queens","Female","White",0,0,0,NA,0,0,407
2016,"Queens","Southwest Queens","Male","All",33,28.6,11,33.3,22,19,407
2016,"Queens","Southwest Queens","Male","Asian/Pacific
Islander",12,32.8,4,33.3,6,16.4,407
2016,"Queens","Southwest Queens","Male","Black",5,42.6,2,40,5,42.6,407
